employee_id,department,job_level,location,hire_date,tenure_months,performance_rating,manager_id,status,is_active,exit_date,base_salary,band_min,band_mid,band_max,market_benchmark_salary,comp_to_market_ratio,band_penetration,last_merit_increase_pct,months_since_last_raise,attrition_flag,benchmark_imputed,salary_imputed,performance_imputed,salary_corrected
DF-100517,Finance,L2 - Mid,London,2023-11-03,26,4.0,DF-100194,Active,True,,73762.0,61556.0,75068.0,88580.0,64822.0,1.1379,0.4517,4.96,15,0,False,False,False,False
DF-100192,Sales,L1 - Junior,Berlin,2023-02-02,35,3.0,DF-100350,Active,True,,54512.0,42599.0,51950.0,61300.0,51007.0,1.0687,0.637,5.75,15,0,False,False,False,False
DF-100421,Sales,L3 - Senior,Berlin,2022-11-03,38,4.0,DF-100367,Active,True,,100086.0,77704.0,94761.0,111818.0,93994.0,1.0648,0.6561,0.77,21,0,False,False,False,False
DF-100630,Data & Analytics,L2 - Mid,Berlin,2023-09-03,28,1.0,DF-100619,Active,True,,77257.0,62586.0,76324.0,90062.0,67209.0,1.1495,0.534,3.75,11,0,False,False,False,False
DF-100652,Marketing,L1 - Junior,Lisbon,2023-05-05,32,2.0,DF-100265,Terminated,False,2024-11-23,31292.0,30763.0,37516.0,44269.0,38439.0,0.8141,0.0392,2.6,11,1,False,False,False,False
DF-100660,Engineering,L3 - Senior,Berlin,2022-11-03,38,4.0,DF-100251,Active,True,,104622.0,88466.0,107886.0,127305.0,99366.0,1.0529,0.416,1.24,8,0,False,False,False,False
DF-100368,Finance,L4 - Lead,Hamburg,2021-11-03,50,4.0,DF-100194,Terminated,False,2025-08-27,104173.0,89591.0,109258.0,128924.0,113749.0,0.9158,0.3707,8.6,14,1,False,False,False,False
DF-100414,Engineering,L2 - Mid,Remote-DE,2023-04-04,33,5.0,DF-100052,Active,True,,94067.0,65321.0,79660.0,93998.0,71301.0,1.3193,1.0024,4.8,8,0,False,False,False,False
DF-100157,Product,L4 - Lead,Remote-DE,2023-05-05,32,3.0,DF-100657,Active,True,,129702.0,105955.0,129213.0,152471.0,128391.0,1.0102,0.5105,3.17,5,0,False,False,False,False
DF-100526,Product,L4 - Lead,Munich,2024-09-02,16,4.0,DF-100470,Terminated,False,2025-11-16,131667.0,118376.0,144362.0,170347.0,146772.0,0.8971,0.2557,0.0,15,1,False,False,False,False
DF-100425,Operations,L2 - Mid,Berlin,2020-09-04,64,1.0,DF-100458,Active,True,,57019.0,47896.0,58410.0,68924.0,54548.0,1.0453,0.4339,4.49,11,0,False,False,False,False
DF-100653,Finance,L1 - Junior,Hamburg,2014-05-08,140,5.0,DF-100096,Terminated,False,2024-08-20,45777.0,39210.0,47817.0,56424.0,46641.0,0.9815,0.3815,10.79,10,1,False,False,False,False
DF-100510,Support,L3 - Senior,Remote-DE,2022-05-05,44,2.0,DF-100322,Terminated,False,2025-10-20,61236.0,54893.0,66943.0,78992.0,71752.0,0.8534,0.2632,0.84,23,1,False,False,False,False
DF-100102,Product,L4 - Lead,Munich,2022-04-04,45,1.0,DF-100352,Active,True,,145072.0,114882.0,140100.0,165318.0,130405.0,1.1125,0.5986,3.73,9,0,False,False,False,False
DF-100052,Engineering,L5 - Manager,Berlin,2022-09-03,40,4.0,DF-100581,Terminated,False,2024-09-10,136515.0,131076.0,159849.0,188621.0,159088.0,0.8581,0.0945,1.29,15,1,False,False,False,False
DF-100441,Engineering,L3 - Senior,Lisbon,2024-02-02,23,4.0,DF-100581,Active,True,,95955.0,73097.0,89143.0,105189.0,85085.0,1.1278,0.7123,0.17,21,0,False,False,False,False
DF-100382,Engineering,L2 - Mid,Remote-DE,2023-12-03,25,2.0,DF-100558,Active,True,,82221.0,64906.0,79154.0,93402.0,81368.0,1.0105,0.6076,2.48,26,0,False,False,False,False
DF-100328,Data & Analytics,L1 - Junior,Remote-DE,2019-05-06,80,4.0,DF-100545,Active,True,,50806.0,44206.0,53909.0,63613.0,47211.0,1.0761,0.3401,0.57,28,0,False,False,False,False
DF-100097,Support,L2 - Mid,Munich,2023-05-05,32,2.0,DF-100578,Active,True,,61203.0,45046.0,54934.0,64822.0,52456.0,1.1667,0.817,7.09,16,0,False,False,False,False
DF-100365,Engineering,L1 - Junior,Munich,2022-09-03,40,4.0,DF-100581,Terminated,False,2025-03-17,58585.0,51406.0,62690.0,73975.0,57190.0,1.0244,0.3181,8.68,15,1,False,False,False,False
DF-100128,Engineering,L1 - Junior,Munich,2021-09-04,52,4.0,DF-100132,Active,True,,66629.0,51060.0,62268.0,73477.0,63384.0,1.0512,0.6945,3.36,17,0,False,False,False,False
DF-100177,Operations,L1 - Junior,Munich,2016-11-05,110,4.0,DF-100152,Active,True,,40583.0,36636.0,44678.0,52720.0,41953.0,0.9673,0.2454,0.65,15,0,False,False,False,False
DF-100110,Product,L1 - Junior,Lisbon,2015-07-08,126,5.0,DF-100352,Active,True,,43249.0,38208.0,46595.0,54982.0,43726.0,0.9891,0.3005,1.29,19,0,False,False,False,False
DF-100545,Data & Analytics,L4 - Lead,London,2023-06-04,31,3.0,DF-100546,Terminated,False,2025-03-19,129427.0,123607.0,150740.0,177873.0,167569.0,0.7724,0.1072,1.04,21,1,False,False,False,False
DF-100520,People/HR,L3 - Senior,Munich,2017-09-05,100,3.0,DF-100026,Active,True,,92628.0,71618.0,87339.0,103060.0,81861.0,1.1315,0.6682,7.07,12,0,False,False,False,False
DF-100557,Sales,L1 - Junior,Berlin,2022-10-04,39,3.0,DF-100248,Active,True,,62066.0,43034.0,52480.0,61927.0,49961.0,1.2423,1.0074,3.16,11,0,False,False,False,False
DF-100473,Support,L6 - Director,Hamburg,2025-07-03,6,4.0,DF-100054,Active,True,,159545.0,107831.0,131502.0,155172.0,144329.0,1.1054,1.0924,4.04,1,0,False,False,False,False
DF-100142,Product,L3 - Senior,London,2022-12-04,37,4.0,DF-100528,Active,True,,111532.0,97708.0,119156.0,140605.0,109452.0,1.019,0.3223,4.25,4,0,False,False,False,False
DF-100546,Data & Analytics,L5 - Manager,Berlin,2019-09-05,76,4.0,DF-100619,Active,True,,147823.0,123707.0,150862.0,178017.0,150328.0,0.9833,0.444,3.07,11,0,False,False,False,False
DF-100006,Engineering,L2 - Mid,Munich,2024-10-02,15,3.0,DF-100052,Terminated,False,2025-07-13,75197.0,70761.0,86294.0,101826.0,86294.0,0.8714,0.1428,5.58,14,1,True,False,False,False
DF-100267,Finance,L3 - Senior,Hamburg,2024-07-03,18,3.0,DF-100513,Active,True,,97055.0,69610.0,84890.0,100170.0,82506.0,1.1763,0.8981,1.7,21,0,False,False,False,False
DF-100525,Support,L1 - Junior,Remote-DE,2021-02-03,59,3.0,DF-100578,Active,True,,39752.0,30581.0,37294.0,44007.0,38654.0,1.0284,0.6831,2.73,4,0,False,False,False,False
DF-100237,People/HR,L1 - Junior,Remote-DE,2024-01-03,24,3.0,DF-100564,Active,True,,44382.0,33603.0,40979.0,48356.0,39250.0,1.1308,0.7306,4.18,9,0,False,False,False,False
DF-100396,Data & Analytics,L2 - Mid,Hamburg,2023-10-04,27,3.0,DF-100036,Active,True,,74408.0,64055.0,78116.0,92177.0,78275.0,0.9506,0.3681,1.62,20,0,False,False,False,False
DF-100058,Sales,L3 - Senior,Hamburg,2021-12-04,49,5.0,DF-100248,Active,True,,94403.0,78922.0,96246.0,113570.0,88745.0,1.0638,0.4468,5.6,5,0,False,False,False,False
DF-100232,Finance,L2 - Mid,London,2019-03-07,82,5.0,DF-100096,Active,True,,61765.0,61765.0,75323.0,88881.0,79750.0,0.7745,0.0,4.29,16,0,False,False,False,False
DF-100620,Support,L1 - Junior,Hamburg,2016-07-07,114,4.0,DF-100322,Terminated,False,2024-08-16,34154.0,32602.0,39758.0,46915.0,41200.0,0.829,0.1084,1.86,12,1,False,False,False,False
DF-100556,Product,L2 - Mid,Munich,2025-04-03,9,3.0,DF-100528,Terminated,False,2025-11-10,78774.0,70995.0,86579.0,102163.0,99014.0,0.7956,0.2496,4.92,0,1,False,False,False,False
DF-100203,Marketing,L1 - Junior,Munich,2023-11-03,26,3.0,DF-100600,Active,True,,47408.0,39231.0,47843.0,56454.0,47843.0,0.9909,0.4748,1.41,9,0,True,False,False,False
DF-100445,Sales,L3 - Senior,Munich,2025-01-02,12,3.0,DF-100524,Active,True,,122772.0,82790.0,100964.0,119137.0,101640.0,1.2079,1.1,1.8,3,0,False,False,False,False
DF-100284,Data & Analytics,L1 - Junior,Munich,2022-11-03,38,5.0,DF-100613,Active,True,,51129.0,47963.0,58492.0,69020.0,59857.0,0.8542,0.1504,4.69,17,0,False,False,False,False
DF-100364,Support,L1 - Junior,Berlin,2024-10-02,15,4.0,DF-100103,Active,True,,38417.0,30165.0,36786.0,43408.0,39867.0,0.9636,0.6231,3.59,7,0,False,False,False,False
DF-100002,Operations,L4 - Lead,London,2022-05-05,44,3.0,DF-100611,Active,True,,121280.0,94385.0,115104.0,135822.0,118048.0,1.0274,0.6491,1.36,26,0,False,False,False,False
DF-100341,Support,L2 - Mid,Munich,2025-06-03,7,4.0,DF-100405,Active,True,,53276.0,46865.0,57152.0,67440.0,55256.0,0.9642,0.3116,5.46,0,0,False,False,False,False
DF-100217,Support,L2 - Mid,London,2022-08-04,41,3.0,DF-100255,Active,True,,62490.0,47838.0,58339.0,68840.0,51560.0,1.212,0.6976,3.32,7,0,False,False,False,False
DF-100046,Support,L1 - Junior,Hamburg,2024-04-03,21,4.0,DF-100054,Active,True,,46187.0,31146.0,37983.0,44819.0,39139.0,1.1801,1.1001,3.61,4,0,False,False,False,False
DF-100225,Support,L3 - Senior,Munich,2023-05-05,32,3.0,DF-100676,Active,True,,69801.0,62817.0,76606.0,90395.0,77772.0,0.8975,0.2532,4.41,13,0,False,False,False,False
DF-100018,Operations,L2 - Mid,Munich,2021-09-04,52,4.0,DF-100275,Active,True,,71700.0,51489.0,62791.0,74093.0,63189.0,1.1347,0.8941,2.51,13,0,False,False,False,False
DF-100168,Customer Success,L1 - Junior,London,2024-05-03,20,2.0,DF-100178,Terminated,False,2025-05-05,49280.0,42039.0,51267.0,60495.0,53641.0,0.9187,0.3923,5.54,12,1,False,False,False,False
DF-100472,Data & Analytics,L1 - Junior,London,2024-12-02,13,4.0,DF-100467,Active,True,,59453.0,52445.0,63957.0,75469.0,55498.0,1.0713,0.3044,2.26,26,0,False,False,False,False
DF-100292,Sales,L1 - Junior,Remote-DE,2024-04-03,21,2.0,DF-100673,Active,True,,52827.0,41963.0,51174.0,60386.0,54831.0,0.9635,0.5897,5.61,13,0,False,False,False,False
DF-100480,Support,L3 - Senior,Hamburg,2021-05-05,56,3.0,DF-100473,Active,True,,84886.0,59375.0,72408.0,85442.0,79901.0,1.0624,0.9787,1.72,16,0,False,False,False,False
DF-100566,Customer Success,L3 - Senior,Hamburg,2020-08-04,65,3.0,DF-100035,Active,True,,69711.0,69711.0,85014.0,100316.0,82746.0,0.8425,0.0,4.33,15,0,False,False,False,False
DF-100511,Marketing,L1 - Junior,Munich,2022-12-04,37,3.0,DF-100175,Active,True,,42928.0,39114.0,47701.0,56287.0,47920.0,0.8958,0.2221,5.12,16,0,False,False,False,False
DF-100283,Engineering,L2 - Mid,Lisbon,2022-10-04,39,2.0,DF-100052,Terminated,False,2025-01-24,58985.0,55619.0,67828.0,80037.0,63968.0,0.9221,0.1378,2.3,23,1,False,False,False,False
DF-100522,Support,L2 - Mid,Lisbon,2022-06-04,43,3.0,DF-100373,Active,True,,46330.0,34937.0,42606.0,50275.0,42606.0,1.0874,0.7428,3.72,4,0,True,False,False,False
DF-100507,Product,L2 - Mid,London,2022-07-05,42,2.0,DF-100657,Active,True,,110387.0,77181.0,94123.0,111065.0,100628.0,1.097,0.98,3.88,18,0,False,False,False,False
DF-100352,Product,L4 - Lead,Munich,2022-05-05,44,2.0,DF-100470,Active,True,,138020.0,113059.0,137877.0,162694.0,133937.0,1.0305,0.5029,1.83,18,0,False,False,False,False
DF-100093,Support,L1 - Junior,Hamburg,2022-08-04,41,5.0,DF-100594,Active,True,,40524.0,31276.0,38141.0,45007.0,39049.0,1.0378,0.6735,0.0,17,0,False,False,False,False
DF-100213,Engineering,L3 - Senior,Lisbon,2021-06-04,55,5.0,DF-100188,Active,True,,83614.0,73703.0,89882.0,106061.0,99332.0,0.8418,0.3063,4.13,17,0,False,False,False,False
DF-100258,Operations,L1 - Junior,Lisbon,2021-12-04,49,2.0,DF-100679,Active,True,,34877.0,29091.0,35477.0,41863.0,38199.0,0.913,0.453,2.11,10,0,False,False,False,False
DF-100291,Marketing,L5 - Manager,Munich,2020-08-04,65,3.0,DF-100419,Active,True,,115044.0,108585.0,132420.0,156256.0,130507.0,0.8815,0.1355,6.53,10,0,False,False,False,False
DF-100400,Support,L3 - Senior,Hamburg,2024-06-03,19,4.0,DF-100405,Active,True,,75442.0,59973.0,73138.0,86303.0,73138.0,1.0315,0.5875,3.63,11,0,True,False,False,False
DF-100106,People/HR,L1 - Junior,Hamburg,2024-11-02,14,1.0,DF-100140,Active,True,,42714.0,35948.0,43839.0,51730.0,39214.0,1.0893,0.4287,3.12,28,0,False,False,False,False
DF-100115,Sales,L1 - Junior,Munich,2024-02-02,23,5.0,DF-100350,Active,True,,57103.0,46369.0,56548.0,66727.0,59698.0,0.9565,0.5273,2.53,13,0,False,False,False,False
DF-100538,People/HR,L1 - Junior,Lisbon,2016-12-06,109,3.0,DF-100072,Active,True,,42537.0,30158.0,36778.0,43398.0,37726.0,1.1275,0.935,5.86,12,0,False,False,False,False
DF-100675,Sales,L2 - Mid,Lisbon,2025-08-02,5,1.0,DF-100235,Terminated,False,2025-11-18,54950.0,48616.0,59288.0,69960.0,59288.0,0.9268,0.2968,4.06,5,1,True,False,False,False
DF-100521,Sales,L3 - Senior,Berlin,2020-03-05,70,3.0,DF-100235,Terminated,False,2025-08-26,76837.0,76837.0,93703.0,110570.0,91876.0,0.8363,0.0,2.21,14,1,False,False,False,False
DF-100036,Data & Analytics,L4 - Lead,Munich,2022-01-03,48,3.0,DF-100548,Active,True,,149814.0,114104.0,139152.0,164199.0,141384.0,1.0596,0.7128,4.59,12,0,False,False,False,False
DF-100429,Support,L2 - Mid,Remote-DE,2022-06-04,43,3.0,DF-100405,Active,True,,47140.0,41785.0,50957.0,60129.0,50525.0,0.933,0.2919,6.36,13,0,False,False,False,False
DF-100372,Data & Analytics,L1 - Junior,Berlin,2024-08-03,17,3.0,DF-100467,Active,True,,63226.0,45370.0,55329.0,65289.0,50620.0,1.249,0.8964,3.41,11,0,False,False,False,False
DF-100204,Sales,L1 - Junior,Remote-DE,2024-11-02,14,3.0,DF-100673,Active,True,,49658.0,40945.0,49933.0,58921.0,54008.0,0.9195,0.4847,0.0,18,0,False,False,False,False
DF-100244,Finance,L1 - Junior,Munich,2025-08-02,5,4.0,DF-100120,Terminated,False,2025-12-14,47454.0,39876.0,48629.0,57383.0,53010.0,0.8952,0.4329,4.07,5,1,False,False,False,False
DF-100221,Sales,L3 - Senior,London,2023-07-04,30,3.0,DF-100673,Active,True,,112172.0,89488.0,109131.0,128775.0,116736.0,0.9609,0.5774,2.26,17,0,False,False,False,False
DF-100246,Support,L4 - Lead,Lisbon,2021-07-05,54,3.0,DF-100594,Active,True,,73072.0,60611.0,73916.0,87221.0,73654.0,0.9921,0.4683,3.92,7,0,False,False,False,False
DF-100408,Support,L2 - Mid,Lisbon,2022-08-04,41,2.0,DF-100041,Active,True,,52316.0,35279.0,43023.0,50767.0,40563.0,1.2897,1.1,2.39,24,0,False,False,False,False
DF-100438,Product,L3 - Senior,Munich,2020-03-05,70,5.0,DF-100528,Active,True,,111666.0,85265.0,103982.0,122699.0,103282.0,1.0812,0.7053,5.89,16,0,False,False,False,False
DF-100479,Product,L5 - Manager,Lisbon,2021-03-05,58,4.0,DF-100526,Active,True,,120929.0,106675.0,130092.0,153508.0,137273.0,0.8809,0.3044,10.68,14,0,False,False,False,False
DF-100249,Operations,L2 - Mid,Munich,2020-08-04,65,2.0,DF-100458,Active,True,,57882.0,51806.0,63178.0,74550.0,55322.0,1.0463,0.2671,1.3,20,0,False,False,False,False
DF-100122,Sales,L4 - Lead,Lisbon,2023-09-03,28,3.0,DF-100367,Terminated,False,2024-11-17,126491.0,83616.0,101971.0,120325.0,121320.0,1.0426,1.168,5.08,16,1,False,True,False,False
DF-100575,Customer Success,L2 - Mid,Lisbon,2014-01-07,144,4.0,DF-100178,Terminated,False,2025-04-24,42982.0,42982.0,52417.0,61852.0,54484.0,0.7889,0.0,4.76,7,1,False,False,False,False
DF-100164,Support,L2 - Mid,Remote-DE,2022-03-05,46,5.0,DF-100296,Active,True,,50741.0,41224.0,50273.0,59322.0,43513.0,1.1661,0.5259,6.12,14,0,False,False,False,False
DF-100577,Customer Success,L3 - Senior,Hamburg,2024-12-02,13,3.0,DF-100453,Terminated,False,2025-06-21,79990.0,70705.0,86226.0,101747.0,84789.0,0.9434,0.2991,0.27,25,1,False,False,False,False
DF-100549,Finance,L2 - Mid,Lisbon,2025-04-03,9,3.0,DF-100173,Active,True,,53685.0,41728.0,50888.0,60048.0,47314.0,1.1347,0.6527,0.92,11,0,False,False,False,False
DF-100559,Support,L1 - Junior,Berlin,2022-12-04,37,2.0,DF-100594,Terminated,False,2025-12-15,36066.0,30413.0,37089.0,43765.0,36533.0,0.9872,0.4234,7.1,16,1,False,False,False,False
DF-100239,Data & Analytics,L2 - Mid,Lisbon,2020-01-05,72,4.0,DF-100545,Active,True,,63825.0,52308.0,63790.0,75273.0,68882.0,0.9266,0.5015,5.53,12,0,False,False,False,False
DF-100083,People/HR,L1 - Junior,Hamburg,2021-12-04,49,4.0,DF-100658,Terminated,False,2024-10-11,39935.0,35432.0,43209.0,50987.0,43209.0,0.9242,0.2895,2.61,19,1,True,False,False,False
DF-100434,Data & Analytics,L3 - Senior,Remote-DE,2021-02-03,59,4.0,DF-100545,Active,True,,86936.0,79732.0,97234.0,114736.0,85333.0,1.0188,0.2058,1.34,17,0,False,False,False,False
DF-100295,Support,L2 - Mid,Munich,2022-09-03,40,4.0,DF-100296,Active,True,,60243.0,44414.0,54163.0,63912.0,50930.0,1.1829,0.8118,4.87,16,0,False,False,False,False
DF-100571,Sales,L1 - Junior,Remote-DE,2025-03-03,10,1.0,DF-100235,Active,True,,49319.0,41434.0,50529.0,59625.0,49924.0,0.9879,0.4335,6.47,6,0,False,False,False,False
DF-100070,Engineering,L1 - Junior,Hamburg,2018-03-07,94,4.0,DF-100132,Active,True,,56731.0,49282.0,60100.0,70918.0,54716.0,1.0368,0.3443,1.88,22,0,False,False,False,False
DF-100409,Support,L3 - Senior,London,2023-05-05,32,3.0,DF-100103,Terminated,False,2025-06-15,85413.0,67394.0,82188.0,96981.0,83429.0,1.0238,0.609,4.32,15,1,False,False,False,False
DF-100377,Product,L1 - Junior,Hamburg,2020-08-04,65,5.0,DF-100498,Active,True,,56015.0,46945.0,57249.0,67554.0,53333.0,1.0503,0.4401,4.06,16,0,False,False,False,False
DF-100098,Finance,L1 - Junior,Hamburg,2019-08-06,77,2.0,DF-100513,Active,True,,42195.0,38106.0,46471.0,54836.0,47209.0,0.8938,0.2444,7.07,10,0,False,False,False,False
DF-100395,Product,L1 - Junior,Hamburg,2021-12-04,49,4.0,DF-100170,Active,True,,63104.0,46814.0,57090.0,67367.0,58977.0,1.07,0.7926,0.73,25,0,False,False,False,False
DF-100625,Operations,L2 - Mid,London,2020-02-04,71,4.0,DF-100308,Active,True,,79150.0,58642.0,71515.0,84387.0,72882.0,1.086,0.7966,3.4,0,0,False,False,False,False
DF-100359,Data & Analytics,L2 - Mid,Lisbon,2022-11-03,38,3.0,DF-100545,Active,True,,71436.0,52734.0,64310.0,75886.0,66095.0,1.0808,0.8078,4.34,16,0,False,False,False,False
DF-100030,Product,L5 - Manager,London,2024-11-02,14,4.0,DF-100023,Active,True,,196700.0,151554.0,184822.0,218090.0,175780.0,1.119,0.6785,2.86,6,0,False,False,False,False
DF-100340,Support,L1 - Junior,Remote-DE,2022-09-03,40,4.0,DF-100594,Active,True,,39393.0,30367.0,37032.0,43698.0,37764.0,1.0431,0.6771,9.89,18,0,False,False,False,False
DF-100465,Operations,L1 - Junior,Munich,2022-08-04,41,1.0,DF-100356,Terminated,False,2025-02-26,38224.0,36649.0,44694.0,52739.0,51046.0,0.7488,0.0979,4.2,5,1,False,False,False,False
DF-100127,Finance,L2 - Mid,Lisbon,2021-11-03,50,3.0,DF-100643,Active,True,,52672.0,45690.0,55719.0,65749.0,57522.0,0.9157,0.3481,1.38,17,0,False,False,False,False
DF-100567,Data & Analytics,L3 - Senior,Lisbon,2023-07-04,30,3.0,DF-100546,Terminated,False,2025-08-24,81045.0,67970.0,82890.0,97810.0,80246.0,1.01,0.4382,2.7,17,1,False,False,False,False
DF-100001,Operations,L3 - Senior,London,2024-10-02,15,3.0,DF-100152,Active,True,,83969.0,75384.0,91932.0,108479.0,94305.0,0.8904,0.2594,3.83,13,0,False,False,False,False
DF-100388,Customer Success,L4 - Lead,Munich,2022-03-05,46,3.0,DF-100626,Terminated,False,2025-12-05,111892.0,94296.0,114995.0,135694.0,111506.0,1.0035,0.425,6.16,9,1,False,False,False,False
DF-100027,Sales,L3 - Senior,Hamburg,2018-01-05,96,3.0,DF-100248,Terminated,False,2024-08-28,79066.0,78786.0,96080.0,113374.0,98286.0,0.8044,0.0081,1.42,19,1,False,False,False,False
DF-100089,Support,L2 - Mid,Lisbon,2024-01-03,24,3.0,DF-100578,Terminated,False,2025-11-06,37975.0,34793.0,42430.0,50068.0,45711.0,0.8308,0.2083,5.13,16,1,False,False,False,False
DF-100308,Operations,L5 - Manager,Munich,2023-06-04,31,4.0,DF-100458,Active,True,,147060.0,101392.0,123648.0,145905.0,117859.0,1.2478,1.0259,3.2,13,0,False,False,False,False
DF-100073,Support,L1 - Junior,Lisbon,2022-07-05,42,4.0,DF-100473,Terminated,False,2024-10-29,28828.0,25840.0,31513.0,37185.0,29122.0,0.9899,0.2634,2.56,21,1,False,False,False,False
DF-100184,Customer Success,L4 - Lead,Berlin,2024-02-02,23,1.0,DF-100453,Terminated,False,2025-11-08,86469.0,86469.0,105451.0,124432.0,106967.0,0.8084,0.0,5.52,11,1,False,False,False,False
DF-100171,Customer Success,L2 - Mid,Hamburg,2023-01-03,36,4.0,DF-100184,Active,True,,72727.0,52159.0,63609.0,75059.0,61575.0,1.1811,0.8982,2.07,15,0,False,False,False,False
DF-100594,Support,L6 - Director,Remote-DE,2024-07-03,18,3.0,DF-100343,Terminated,False,2025-07-22,124437.0,102746.0,125300.0,147854.0,125052.0,0.9951,0.4809,1.34,20,1,False,False,False,False
DF-100540,Operations,L2 - Mid,Hamburg,2023-03-05,34,3.0,DF-100156,Active,True,,69876.0,48840.0,59561.0,70282.0,58561.0,1.1932,0.9811,6.93,18,0,False,False,False,False
DF-100592,Data & Analytics,L3 - Senior,Remote-DE,2021-08-04,53,4.0,DF-100088,Active,True,,101989.0,82979.0,101193.0,119408.0,92440.0,1.1033,0.5218,2.84,29,0,False,False,False,False
DF-100422,Data & Analytics,L3 - Senior,Berlin,2013-02-06,155,4.0,DF-100017,Terminated,False,2025-10-30,94833.0,82334.0,100408.0,118481.0,112067.0,0.8462,0.3458,4.12,7,1,False,False,False,False
DF-100091,Marketing,L2 - Mid,Remote-DE,2021-03-05,58,3.0,DF-100291,Active,True,,61862.0,50114.0,61115.0,72116.0,61675.0,1.003,0.534,3.37,9,0,False,False,False,False
DF-100439,Sales,L2 - Mid,Munich,2024-02-02,23,3.0,DF-100235,Active,True,,76946.0,63187.0,77057.0,90928.0,82311.0,0.9348,0.496,1.2,25,0,False,False,True,False
DF-100370,Sales,L2 - Mid,Hamburg,2022-06-04,43,3.0,DF-100248,Active,True,,69184.0,60007.0,73179.0,86352.0,76110.0,0.909,0.3483,5.93,11,0,False,False,False,False
DF-100585,People/HR,L1 - Junior,London,2025-04-03,9,3.0,DF-100129,Active,True,,52373.0,41196.0,50239.0,59282.0,49992.0,1.0476,0.618,8.03,8,0,False,False,False,False
DF-100125,Operations,L1 - Junior,Lisbon,2022-05-05,44,3.0,DF-100156,Terminated,False,2024-10-28,30591.0,29605.0,36104.0,42603.0,38199.0,0.8008,0.0759,4.93,13,1,False,False,False,False
DF-100659,Finance,L2 - Mid,Munich,2021-06-04,55,2.0,DF-100120,Active,True,,73598.0,55676.0,67897.0,80119.0,71922.0,1.0233,0.7332,3.15,14,0,False,False,False,False
DF-100315,Product,L3 - Senior,London,2024-10-02,15,3.0,DF-100352,Active,True,,114330.0,102492.0,124990.0,147489.0,127058.0,0.8998,0.2631,4.4,18,0,False,False,False,False
DF-100376,Data & Analytics,L3 - Senior,Hamburg,2024-07-03,18,4.0,DF-100546,Active,True,,116612.0,87068.0,106180.0,125293.0,100930.0,1.1554,0.7729,2.2,18,0,False,False,False,False
DF-100012,Support,L1 - Junior,Lisbon,2016-11-05,110,3.0,DF-100578,Active,True,,31823.0,25296.0,30848.0,36401.0,32658.0,0.9744,0.5878,2.22,16,0,False,False,False,False
DF-100603,Marketing,L1 - Junior,Hamburg,2022-08-04,41,3.0,DF-100313,Active,True,,43794.0,37286.0,45471.0,53655.0,48159.0,0.9094,0.3976,4.97,14,0,False,False,False,False
DF-100440,Marketing,L3 - Senior,London,2025-11-02,2,4.0,DF-100265,Active,True,,95721.0,78807.0,96106.0,113406.0,97283.0,0.9839,0.4889,5.36,2,0,False,False,False,False
DF-100679,Operations,L6 - Director,Berlin,2022-10-04,39,4.0,DF-100612,Active,True,,139094.0,117539.0,143340.0,169141.0,130660.0,1.0645,0.4177,4.6,17,0,False,False,False,False
DF-100491,Operations,L2 - Mid,Munich,2021-01-03,60,4.0,DF-100458,Active,True,,58370.0,51076.0,62288.0,73500.0,62619.0,0.9321,0.3253,3.7,12,0,False,False,False,False
DF-100238,Finance,L3 - Senior,Hamburg,2024-04-03,21,4.0,DF-100536,Active,True,,100248.0,71174.0,86798.0,102421.0,88083.0,1.1381,0.9305,2.85,22,0,False,False,False,False
DF-100114,Operations,L5 - Manager,Hamburg,2024-08-03,17,3.0,DF-100356,Active,True,,124403.0,92948.0,113351.0,133754.0,125386.0,0.9922,0.7708,2.94,9,0,False,False,False,False
DF-100541,Engineering,L1 - Junior,Munich,2022-12-04,37,3.0,DF-100188,Active,True,,65680.0,52206.0,63665.0,75125.0,63925.0,1.0275,0.5879,3.72,12,0,False,False,False,False
DF-100309,Sales,L2 - Mid,Lisbon,2021-11-03,50,5.0,DF-100034,Terminated,False,2025-08-02,52401.0,48039.0,58585.0,69130.0,58585.0,0.8944,0.2068,0.48,12,1,True,False,False,False
DF-100143,Finance,L2 - Mid,London,2025-10-02,3,4.0,DF-100096,Terminated,False,2025-12-16,74203.0,60667.0,73984.0,87301.0,79312.0,0.9356,0.5082,3.89,3,1,False,False,False,False
DF-100437,Data & Analytics,L2 - Mid,Lisbon,2022-08-04,41,4.0,DF-100233,Active,True,,71262.0,52002.0,63417.0,74832.0,59642.0,1.1948,0.8436,1.56,4,0,False,False,False,False
DF-100014,Data & Analytics,L3 - Senior,Remote-DE,2025-01-02,12,4.0,DF-100545,Active,True,,109847.0,81956.0,99946.0,117936.0,96453.0,1.1389,0.7752,8.46,7,0,False,False,False,False
DF-100640,Customer Success,L2 - Mid,London,2024-03-04,22,3.0,DF-100349,Active,True,,68283.0,60002.0,73173.0,86344.0,66959.0,1.0198,0.3144,4.27,12,0,False,False,False,False
DF-100054,Support,L5 - Manager,Lisbon,2025-03-03,10,3.0,DF-100296,Active,True,,101439.0,70278.0,85705.0,101132.0,75795.0,1.3383,1.01,5.83,6,0,False,False,False,False
