employee_id,department,job_level,location,tenure_months,performance_rating,base_salary,market_benchmark_salary,comp_to_market_ratio,months_since_last_raise,last_merit_increase_pct,risk_score,risk_band,on_watchlist
DF-100129,People/HR,L5 - Manager,Hamburg,63,3.0,142955.0,125754.0,1.1368,12,3.78,11.8,Low,False
DF-100329,Sales,L1 - Junior,Remote-DE,52,3.0,56313.0,52034.0,1.0822,10,3.27,11.7,Low,False
DF-100543,Support,L2 - Mid,Munich,50,3.0,58371.0,55127.0,1.0588,5,5.53,11.6,Low,False
DF-100335,Sales,L1 - Junior,Hamburg,10,4.0,56407.0,46138.0,1.2226,3,5.42,11.5,Low,False
DF-100515,Sales,L3 - Senior,Hamburg,2,4.0,100079.0,91378.0,1.0952,2,4.93,11.5,Low,False
DF-100270,Operations,L3 - Senior,Remote-DE,32,4.0,83857.0,75699.0,1.1078,14,4.84,11.3,Low,False
DF-100619,Data & Analytics,L5 - Manager,Hamburg,60,5.0,175871.0,165896.0,1.0601,12,6.96,11.2,Low,False
DF-100625,Operations,L2 - Mid,London,71,4.0,79150.0,72882.0,1.086,0,3.4,11.2,Low,False
DF-100308,Operations,L5 - Manager,Munich,31,4.0,147060.0,117859.0,1.2478,13,3.2,11.2,Low,False
DF-100423,Data & Analytics,L1 - Junior,London,14,3.0,69545.0,61283.0,1.1348,4,2.41,11.2,Low,False
DF-100372,Data & Analytics,L1 - Junior,Berlin,17,3.0,63226.0,50620.0,1.249,11,3.41,11.1,Low,False
DF-100518,Sales,L2 - Mid,Remote-DE,20,4.0,71790.0,68656.0,1.0456,10,4.97,11.1,Low,False
DF-100512,People/HR,L3 - Senior,Lisbon,51,4.0,77178.0,65945.0,1.1703,13,1.68,11.1,Low,False
DF-100060,Data & Analytics,L1 - Junior,Berlin,6,5.0,62512.0,54442.0,1.1482,0,3.52,11.0,Low,False
DF-100356,Operations,L6 - Director,Lisbon,8,3.0,130487.0,122552.0,1.0647,0,9.09,10.9,Low,False
DF-100447,Support,L3 - Senior,Berlin,13,3.0,74601.0,63366.0,1.1773,7,4.02,10.8,Low,False
DF-100508,Data & Analytics,L3 - Senior,Lisbon,10,5.0,89827.0,82099.0,1.0941,12,9.18,10.7,Low,False
DF-100562,People/HR,L3 - Senior,Lisbon,62,5.0,80082.0,66658.0,1.2014,10,2.84,10.7,Low,False
DF-100121,Sales,L3 - Senior,Munich,30,5.0,106666.0,92083.0,1.1584,2,2.05,10.7,Low,False
DF-100471,People/HR,L2 - Mid,London,20,3.0,76501.0,67323.0,1.1363,10,0.0,10.6,Low,False
DF-100530,Data & Analytics,L2 - Mid,Hamburg,44,4.0,79096.0,73285.0,1.0793,5,5.6,10.6,Low,False
DF-100095,Sales,L5 - Manager,Lisbon,36,3.0,126312.0,120645.0,1.047,8,3.12,10.6,Low,False
DF-100151,Operations,L2 - Mid,Remote-DE,39,3.0,66169.0,59075.0,1.1201,15,2.8,10.5,Low,False
DF-100036,Data & Analytics,L4 - Lead,Munich,48,3.0,149814.0,141384.0,1.0596,12,4.59,10.4,Low,False
DF-100455,Support,L3 - Senior,Remote-DE,50,3.0,76105.0,64935.0,1.172,3,8.0,10.2,Low,False
DF-100254,Operations,L3 - Senior,Berlin,49,3.0,83108.0,77247.0,1.0759,12,6.14,10.0,Low,False
DF-100522,Support,L2 - Mid,Lisbon,43,3.0,46330.0,42606.0,1.0874,4,3.72,10.0,Low,False
DF-100334,Engineering,L3 - Senior,Hamburg,41,3.0,114496.0,106725.0,1.0728,4,4.22,10.0,Low,False
DF-100257,Product,L6 - Director,Remote-DE,63,3.0,223443.0,183753.0,1.216,8,5.19,9.9,Low,False
DF-100337,Engineering,L3 - Senior,Lisbon,19,2.0,99170.0,82960.0,1.1954,7,1.75,9.8,Low,False
DF-100130,Sales,L3 - Senior,Remote-DE,55,3.0,103231.0,94460.0,1.0929,8,2.46,9.7,Low,False
DF-100018,Operations,L2 - Mid,Munich,52,4.0,71700.0,63189.0,1.1347,13,2.51,9.7,Low,False
DF-100445,Sales,L3 - Senior,Munich,12,3.0,122772.0,101640.0,1.2079,3,1.8,9.5,Low,False
DF-100237,People/HR,L1 - Junior,Remote-DE,24,3.0,44382.0,39250.0,1.1308,9,4.18,9.4,Low,False
DF-100017,Data & Analytics,L5 - Manager,Hamburg,25,4.0,185998.0,156474.0,1.1887,7,2.41,9.4,Low,False
DF-100243,Data & Analytics,L2 - Mid,Munich,6,3.0,95373.0,85305.0,1.118,13,3.76,9.3,Low,False
DF-100331,Marketing,L6 - Director,London,54,3.0,198805.0,184736.0,1.0762,10,3.95,9.1,Low,False
DF-100618,People/HR,L2 - Mid,Remote-DE,25,3.0,61792.0,57871.0,1.0678,13,2.6,9.0,Low,False
DF-100478,Marketing,L3 - Senior,Remote-DE,21,2.0,86733.0,70899.0,1.2233,10,3.72,9.0,Low,False
DF-100621,Marketing,L4 - Lead,Remote-DE,12,3.0,117586.0,105092.0,1.1189,9,1.99,8.9,Low,False
DF-100357,Product,L3 - Senior,Hamburg,10,4.0,131883.0,104845.0,1.2579,8,3.57,8.9,Low,False
DF-100205,Sales,L2 - Mid,Berlin,17,3.0,76728.0,60595.0,1.2662,12,5.16,8.7,Low,False
DF-100623,Finance,L2 - Mid,Hamburg,50,5.0,72292.0,65370.0,1.1059,11,6.38,8.7,Low,False
DF-100414,Engineering,L2 - Mid,Remote-DE,33,5.0,94067.0,71301.0,1.3193,8,4.8,8.6,Low,False
DF-100191,Operations,L3 - Senior,Munich,22,3.0,88351.0,80368.0,1.0993,7,2.6,8.5,Low,False
DF-100470,Product,L4 - Lead,Hamburg,36,4.0,147573.0,117428.0,1.2567,9,4.2,8.4,Low,False
DF-100641,Marketing,L3 - Senior,Hamburg,16,4.0,87699.0,75166.0,1.1667,12,2.68,8.3,Low,False
DF-100650,Marketing,L3 - Senior,Hamburg,49,5.0,94756.0,76396.0,1.2403,12,3.93,8.2,Low,False
DF-100014,Data & Analytics,L3 - Senior,Remote-DE,12,4.0,109847.0,96453.0,1.1389,7,8.46,8.2,Low,False
DF-100170,Product,L5 - Manager,Berlin,20,3.0,167100.0,147560.0,1.1324,7,0.54,8.0,Low,False
DF-100112,Engineering,L2 - Mid,Hamburg,21,3.0,86148.0,81549.0,1.0564,6,4.37,7.9,Low,False
DF-100285,Marketing,L5 - Manager,Lisbon,34,3.0,108892.0,97236.0,1.1199,10,1.95,7.7,Low,False
DF-100456,Product,L2 - Mid,Berlin,32,3.0,83256.0,76848.0,1.0834,9,5.06,7.7,Low,False
DF-100030,Product,L5 - Manager,London,14,4.0,196700.0,175780.0,1.119,6,2.86,7.5,Low,False
DF-100608,Finance,L2 - Mid,Lisbon,21,3.0,57937.0,53955.0,1.0738,10,4.24,7.4,Low,False
DF-100666,Operations,L2 - Mid,Remote-DE,18,5.0,68523.0,55352.0,1.2379,8,3.31,7.2,Low,False
DF-100123,Operations,L5 - Manager,Munich,27,4.0,132227.0,121051.0,1.0923,6,4.91,7.2,Low,False
DF-100004,Sales,L2 - Mid,Remote-DE,41,3.0,74799.0,70339.0,1.0634,5,3.56,7.1,Low,False
DF-100500,Sales,L2 - Mid,Berlin,23,4.0,78357.0,70186.0,1.1164,11,4.74,6.7,Low,False
DF-100037,Operations,L3 - Senior,Munich,10,4.0,89902.0,71390.0,1.2593,0,2.84,6.5,Low,False
DF-100437,Data & Analytics,L2 - Mid,Lisbon,41,4.0,71262.0,59642.0,1.1948,4,1.56,6.4,Low,False
DF-100314,Engineering,L2 - Mid,Berlin,24,3.0,89192.0,78399.0,1.1377,10,4.12,5.7,Low,False
DF-100144,Engineering,L2 - Mid,Remote-DE,23,4.0,82660.0,70282.0,1.1761,5,3.85,5.2,Low,False
